9.266667312732e-01	3.130630526788e-01	2.080391650601e-01
-2.101904559183e-01	-9.162218891897e-01	3.411120373286e-01
-7.542268942791e-01	6.566137342559e-01	-4.426427653177e-04
7.613337822657e-01	-6.422447955636e-01	8.883971269901e-02
1.636122852284e-01	9.801747681363e-01	1.117517070621e-01
-1.968029311632e-01	-9.310994828160e-01	3.071194545862e-01
9.325580697267e-01	3.130140311920e-01	1.798823584028e-01
-9.501574529673e-01	-3.034603622268e-01	7.150260923846e-02
7.743898773866e-01	-5.925243439361e-01	2.218901071349e-01
-7.778188673995e-01	5.559353797097e-01	-2.931444406848e-01
-1.810793639608e-01	-9.339756400624e-01	3.080580590045e-01
-9.494619161666e-01	-2.933637396026e-01	1.116234116826e-01
9.003982650327e-01	4.299125600731e-01	-6.676941678306e-02
-1.864843373740e-01	-9.064954942975e-01	3.788000933638e-01
-8.651891010285e-01	3.990317118448e-01	3.036799506121e-01
3.026732173998e-01	9.455637965389e-01	1.195743707646e-01
9.292477241166e-01	3.164721928817e-01	1.906410720617e-01
-5.476468504298e-01	7.153036186704e-01	4.340779426917e-01
7.941430417626e-01	-5.647276972761e-01	2.245427735403e-01
-7.351714775179e-02	9.106106633871e-01	4.066736390671e-01
9.430846768678e-01	1.954040610143e-01	2.690883594588e-01
7.614477117104e-01	-6.436982022798e-01	7.648533658612e-02
3.838103136529e-01	8.581467004181e-01	3.409895653759e-01
-6.983311555751e-02	-9.972461415234e-01	-2.496936499309e-02
8.233955580170e-01	5.602346536589e-01	9.031549079539e-02
6.886052242494e-01	-7.238500954324e-01	4.317272841597e-02
-1.939877731204e-01	-9.402284657470e-01	2.798913647807e-01
9.859208858118e-01	6.974113766084e-02	1.519742762371e-01
-9.062059015706e-01	-4.098454229708e-01	1.040076594704e-01
9.015927495443e-01	-4.103363657987e-01	1.369473653352e-01
-2.828874657034e-01	-9.015071673869e-01	3.275049753790e-01
-9.392871832737e-01	-3.377133502028e-01	6.073944708838e-02
5.727006276042e-01	-7.907932742309e-01	2.160092326104e-01
-8.397911065483e-01	5.047837822099e-01	-1.998605278196e-01
9.418760971385e-02	-9.352687497643e-01	3.411759954786e-01
-9.680512413485e-01	-2.058338769040e-01	1.432103670908e-01
-7.833538952823e-01	5.659855073290e-01	-2.569378917941e-01
