6.425001697301e-01	-5.728173724048e-02	7.534053979664e-01
5.925078723145e-01	-7.621683882814e-02	7.468825626439e-01
5.544990593463e-01	-4.122723753073e-02	7.365094339229e-01
5.647151386831e-01	1.118427699968e-02	7.280866983054e-01
6.139415749144e-01	2.954383944208e-02	7.237954925442e-01
6.537177929932e-01	-3.932573500663e-03	7.387410634841e-01
7.446564775790e-01	-8.042827488945e-02	7.597542144264e-01
6.902689626995e-01	-9.949442952487e-02	7.594610523778e-01
6.804450700637e-01	-1.561953137488e-01	7.580066922907e-01
6.204710975620e-01	-1.762140517711e-01	7.505421612178e-01
5.803026927823e-01	-1.384482691349e-01	7.454736859825e-01
5.326252223718e-01	-1.561490582661e-01	7.301146507713e-01
4.877904179126e-01	-1.151531614611e-01	7.228909427723e-01
4.974590753548e-01	-6.246277103250e-02	7.278768492624e-01
4.579580311354e-01	-2.815663552480e-02	7.227379399320e-01
4.692547670289e-01	3.115373136056e-02	7.168534659095e-01
5.189718905850e-01	4.925911038327e-02	7.135696396224e-01
5.284648309783e-01	9.913821621293e-02	6.964732712202e-01
5.846595714300e-01	1.195053798828e-01	6.915003316851e-01
6.243930672680e-01	8.798583649555e-02	7.043054943260e-01
6.730164660289e-01	1.053551878811e-01	6.975376892868e-01
7.203506794321e-01	6.877337811029e-02	7.108398940689e-01
7.115034987500e-01	1.792761378202e-02	7.325532700479e-01
7.546733903663e-01	-1.635539532237e-02	7.475107665788e-01
8.431812569736e-01	-9.839334215949e-02	7.397422056480e-01
7.972479974650e-01	-1.237419892600e-01	7.504968505560e-01
7.942105188261e-01	-1.854809381522e-01	7.330756416942e-01
7.317951063042e-01	-1.988681080055e-01	7.408786454774e-01
7.155117628796e-01	-2.448502741519e-01	7.197561020630e-01
6.555495268515e-01	-2.660856647446e-01	7.155356079643e-01
6.118588977744e-01	-2.401222366206e-01	7.291936203059e-01
5.593901066989e-01	-2.653060851198e-01	7.111737962390e-01
5.203248360761e-01	-2.190986894015e-01	7.171633019398e-01
4.737529819682e-01	-2.281550570270e-01	7.029389950772e-01
4.263910395954e-01	-1.876988442581e-01	7.060793102886e-01
4.281280892440e-01	-1.376465798276e-01	7.130799091522e-01
3.767297358921e-01	-1.063660683325e-01	7.079006766069e-01
3.968910203413e-01	-4.956651445822e-02	7.125728008966e-01
3.632203259696e-01	-1.242940039529e-02	7.095968124989e-01
3.749150824487e-01	4.878576222716e-02	7.056818379988e-01
4.198825127138e-01	7.095901504959e-02	7.027733523740e-01
4.219024068472e-01	1.285967489686e-01	6.866381826392e-01
4.807676015556e-01	1.386705711093e-01	6.836219277725e-01
4.961083205871e-01	1.816396235008e-01	6.695102632889e-01
5.538047061467e-01	1.998306207717e-01	6.623935718775e-01
5.946587275668e-01	1.772287320500e-01	6.715322968260e-01
6.444302673409e-01	2.017556979993e-01	6.575299371453e-01
6.830545099649e-01	1.614016972176e-01	6.707301669653e-01
7.291842136830e-01	1.682558907905e-01	6.577173187283e-01
7.774343171222e-01	1.326950721407e-01	6.655085892464e-01
7.786388268073e-01	8.925906879701e-02	6.918236422654e-01
8.314855176534e-01	5.974243055236e-02	6.980179271866e-01
8.163672618945e-01	4.973730761250e-03	7.319916755210e-01
8.522836086157e-01	-3.375050170528e-02	7.334804784605e-01
9.352865441716e-01	-1.137125531014e-01	6.942025372825e-01
8.938623899832e-01	-1.403413304706e-01	7.101000805881e-01
8.942624488290e-01	-2.009590429940e-01	6.861698031855e-01
8.405438371805e-01	-2.207500035751e-01	6.983907193836e-01
8.275206856845e-01	-2.690780836304e-01	6.685443682526e-01
7.649040239055e-01	-2.797911843539e-01	6.821067471488e-01
7.463854783362e-01	-3.177169624305e-01	6.536186760867e-01
6.870493569213e-01	-3.405904346300e-01	6.548852952876e-01
6.456056664625e-01	-3.239000471461e-01	6.791528722510e-01
5.926517520199e-01	-3.574948813768e-01	6.687644215431e-01
5.501268213335e-01	-3.248643474745e-01	6.871273331895e-01
4.985137031985e-01	-3.413640465117e-01	6.733337713596e-01
4.612051344561e-01	-2.908621517825e-01	6.831559275465e-01
4.157665640563e-01	-2.966665803620e-01	6.676935324936e-01
3.665087041446e-01	-2.587433112051e-01	6.741756738873e-01
3.645853321716e-01	-2.124826698567e-01	6.927783841517e-01
3.067016842181e-01	-1.837833344729e-01	6.885462404981e-01
3.171090382900e-01	-1.277189973792e-01	6.966679340897e-01
2.728212391149e-01	-9.169044275342e-02	6.875083198131e-01
2.987712423454e-01	-3.320039964376e-02	6.957650739325e-01
2.663831607255e-01	4.979607360130e-03	6.903297468798e-01
2.778996886691e-01	6.843800568817e-02	6.931059289682e-01
3.219825267680e-01	9.147316130673e-02	6.946262815209e-01
3.196364621718e-01	1.544536372117e-01	6.831215653995e-01
3.745889119859e-01	1.694039720511e-01	6.780419521427e-01
3.849415285695e-01	2.209339354681e-01	6.622011143351e-01
4.475957424623e-01	2.230957647772e-01	6.566856803480e-01
4.646461208273e-01	2.627680906085e-01	6.407008764750e-01
5.232818506852e-01	2.790286394438e-01	6.333154476565e-01
5.639278578798e-01	2.575473108834e-01	6.421835601182e-01
6.142353402990e-01	2.868205829880e-01	6.271923054736e-01
6.538837283400e-01	2.536308588256e-01	6.333999575523e-01
7.023436896015e-01	2.692870940538e-01	6.202124883567e-01
7.570895188495e-01	2.445844886040e-01	6.179818446648e-01
7.650456845418e-01	2.080895187484e-01	6.287340611725e-01
8.334627308829e-01	1.945196569519e-01	6.251763146014e-01
8.367497644847e-01	1.529689276267e-01	6.445878413225e-01
8.953356956435e-01	1.286020820988e-01	6.480381259712e-01
8.888669391271e-01	7.881158836815e-02	6.751531588163e-01
9.360700027260e-01	4.515404771181e-02	6.816339338779e-01
9.146049279735e-01	-1.263934257051e-02	7.059875051878e-01
9.469267305197e-01	-5.065340565552e-02	6.963516890696e-01
1.032196594836e+00	-1.307088639912e-01	6.531657243465e-01
9.887336779945e-01	-1.564654933474e-01	6.642443398069e-01
9.940985667378e-01	-2.226590091181e-01	6.466776506316e-01
9.410514917607e-01	-2.405237813955e-01	6.527055707045e-01
9.319381333458e-01	-2.959533912138e-01	6.265420868109e-01
8.721259389180e-01	-3.047167328677e-01	6.301599681609e-01
8.547109379123e-01	-3.538340143047e-01	6.081276803317e-01
7.915871391095e-01	-3.561211431440e-01	6.180240093614e-01
7.679637597920e-01	-3.964439156369e-01	5.974859694490e-01
7.064524683501e-01	-4.129041969226e-01	5.923948344700e-01
6.707397262527e-01	-3.954548966292e-01	6.141994935833e-01
6.122068895586e-01	-4.336315503961e-01	6.059803633077e-01
5.755626057847e-01	-4.123619226276e-01	6.362777143041e-01
5.159825720040e-01	-4.344144487358e-01	6.245775144037e-01
4.814586001042e-01	-3.960471065222e-01	6.432706598128e-01
4.236459476161e-01	-4.007265656345e-01	6.238568266737e-01
3.952624803105e-01	-3.518479342034e-01	6.384575431676e-01
3.423171506744e-01	-3.489196137922e-01	6.218789854178e-01
3.205471357900e-01	-2.947061080700e-01	6.453296884236e-01
2.692193314513e-01	-2.879080480618e-01	6.409006032150e-01
2.264195516756e-01	-2.380243467790e-01	6.570834597935e-01
2.388757974722e-01	-1.946568681769e-01	6.717377849995e-01
1.824919663483e-01	-1.461357635497e-01	6.664343198958e-01
2.060300539192e-01	-9.923367521995e-02	6.740831611177e-01
1.630625506864e-01	-4.536845079487e-02	6.708754620776e-01
1.974656542623e-01	3.547886755433e-04	6.788652937202e-01
1.664160209214e-01	5.502000581438e-02	6.870445113006e-01
2.135604394918e-01	9.673683708121e-02	6.922462484193e-01
1.969430047293e-01	1.527315216345e-01	6.937070027224e-01
2.589361893104e-01	1.874131661464e-01	6.830619671499e-01
2.544706056881e-01	2.378380439268e-01	6.739516759070e-01
3.044202710840e-01	2.822233518498e-01	6.575625240079e-01
3.527732158266e-01	2.753586980077e-01	6.514915157893e-01
3.851767546669e-01	3.306347381767e-01	6.331074926782e-01
4.343954457748e-01	3.158823014684e-01	6.278322873509e-01
4.740712446666e-01	3.615747752695e-01	6.192730084024e-01
5.247637735079e-01	3.402310445515e-01	6.203323033143e-01
5.672309776731e-01	3.738172095072e-01	6.102601424705e-01
6.160565372696e-01	3.418880765042e-01	6.082520321682e-01
6.583577401789e-01	3.651809072139e-01	5.935058852532e-01
7.049965044699e-01	3.257696489260e-01	5.992586893630e-01
7.479262334088e-01	3.451038849362e-01	5.931989044363e-01
