1055	2929	1	5854
1055	4232	1	6230
4232	2929	1	8460
1030	830	2	2056
830	3364	2	8117
1030	3364	2	8264
676	992	3	5531
2694	992	3	7917
2694	676	3	8206
3762	2285	4	4988
2843	2285	4	5682
3762	2843	4	7520
2684	1019	5	5364
4090	1019	5	6424
4090	2684	5	8176
688	4143	6	1371
688	3216	6	1453
3216	4143	6	8281
2458	9	7	475
6348	9	7	843
6348	2458	7	12692
424	5349	8	3201
2841	424	8	7144
2841	5349	8	12926
6298	1344	9	2683
1344	3080	9	6155
6298	3080	9	12591
5269	10	10	6156
5269	3631	10	10533
10	3631	10	11529
6799	1689	11	1322
2076	1689	11	4147
2076	6799	11	13593
6732	1246	12	6391
1246	2688	12	10021
6732	2688	12	13459
663	7087	13	2021
663	2468	13	8066
7087	2468	13	14170
421	2062	14	6371
5075	2062	14	13727
5075	421	14	14188
2123	534	15	474
3523	534	15	3855
3523	2123	15	15862
506	3834	16	4831
7718	506	16	9970
7718	3834	16	15431
2290	413	17	821
2290	5310	17	10616
413	5310	17	13873
2414	601	18	19
3756	601	18	3476
2414	3756	18	7507
601	4432	19	6395
2414	4432	19	8860
1777	893	20	3550
6957	1777	20	13910
6957	893	20	14303
1245	5010	21	5541
3422	5010	21	10015
1245	3422	21	14875
2570	639	22	1613
7006	639	22	2115
7006	2570	22	14008
6331	366	23	24
2886	366	23	7029
2886	6331	23	12657
366	2297	24	7176
6331	2297	24	12658
3900	979	25	12089
3900	5731	25	15529
5731	979	25	15884
7893	1516	26	6436
3951	1516	26	7898
7893	3951	26	15782
2212	2857	27	5710
2212	6839	27	12354
6839	2857	27	13674
3989	1757	28	4343
1757	3092	28	6179
3989	3092	28	7973
7054	1757	29	6179
1757	2975	29	9185
7054	2975	29	14103
5766	426	30	5491
5766	3625	30	11528
3625	426	30	14336
3813	817	31	3569
817	7284	31	6557
3813	7284	31	14564
1845	5375	32	7074
5375	2925	32	10746
1845	2925	32	14832
7485	1293	33	5565
1293	3596	33	7187
7485	3596	33	14965
6665	364	34	1484
2103	364	34	7730
6665	2103	34	13326
1588	3021	35	6037
6377	1588	35	11691
6377	3021	35	12749
1425	5483	36	2845
1425	1917	36	3829
1917	5483	36	10961
5150	3347	37	10295
5150	1280	37	10962
1280	3347	37	14983
4273	1099	38	2193
1099	1834	38	3663
4273	1834	38	8541
4598	333	39	7972
4598	2145	39	9191
333	2145	39	14117
2499	5690	40	4994
2499	3414	40	6824
5690	3414	40	11376
1427	5744	41	2048
1427	7692	41	11222
5744	7692	41	15379
1708	757	42	3412
5442	757	42	13525
5442	1708	42	13764
386	2230	43	6649
6519	386	43	11198
6519	2230	43	13033
1044	2034	44	4063
1044	5961	44	6459
2034	5961	44	16151
4480	653	45	5227
4480	2683	45	8956
2683	653	45	12728
6315	813	46	2570
2572	813	46	10323
2572	6315	46	12625
616	2462	47	48
6328	616	47	2472
6328	2462	47	12651
616	3750	48	3523
2462	3750	48	7496
3255	1735	49	6506
809	1735	49	11982
809	3255	49	13903
5619	5799	50	11594
5619	8157	50	12000
8157	5799	50	16310
4290	330	51	1470
330	2296	51	6307
4290	2296	51	8575
5011	1466	52	8479
1466	2018	52	11735
5011	2018	52	16145
3249	821	53	5728
3249	1827	53	6494
1827	821	53	14601
563	3016	54	3089
2253	563	54	4137
2253	3016	54	12850
3468	6126	55	7400
5271	3468	55	10538
5271	6126	55	12248
1798	2653	56	5301
651	2653	56	13322
651	1798	56	14197
7120	771	57	1538
1797	771	57	6258
7120	1797	57	14444
643	2675	58	1880
2609	2675	58	7521
643	2609	58	14235
763	3071	59	95
1282	763	59	8240
1282	3071	59	10302
817	4236	60	1630
817	5860	60	6558
4236	5860	60	11715
586	3267	61	2049
2349	3267	61	6530
2349	586	61	8468
7504	25	62	63
3026	7504	62	15003
3026	25	62	15899
25	3003	63	8228
7504	3003	63	15004
2398	508	64	1012
4249	508	64	4170
2398	4249	64	8493
2241	405	65	806
3552	405	65	3408
2241	3552	65	7099
649	2715	66	1293
649	6666	66	5267
6666	2715	66	13328
7481	1861	67	361
5513	1861	67	11022
7481	5513	67	14958
6282	930	68	2376
930	2284	68	9471
6282	2284	68	12559
4638	4343	69	9271
7996	4343	69	13369
4638	7996	69	15987
1141	1042	70	2278
1042	4172	70	3450
1141	4172	70	8340
7514	361	71	13687
6859	361	71	13714
7514	6859	71	15024
5552	780	72	4658
1695	780	72	6302
5552	1695	72	11100
5261	1187	73	4712
2692	1187	73	5380
5261	2692	73	10518
4700	244	74	458
3161	244	74	1173
3161	4700	74	9395
1731	925	75	7386
4164	1731	75	8324
4164	925	75	13775
5374	31	76	1212
2256	31	76	1669
2256	5374	76	10743
1162	5998	77	6294
2339	1162	77	9336
2339	5998	77	11992
2872	1507	78	5740
1507	5387	78	5980
2872	5387	78	10770
4809	1195	79	1066
1195	3013	79	6021
4809	3013	79	9613
3292	652	80	2160
4377	652	80	5282
3292	4377	80	8749
2639	679	81	1354
2639	1009	81	5274
1009	679	81	5536
7117	596	82	4803
2132	596	82	6616
7117	2132	82	14230
1823	6446	83	11889
2426	6446	83	12887
1823	2426	83	14591
4476	369	84	1170
6486	369	84	11271
6486	4476	84	12968
5802	3342	85	6679
4894	3342	85	9783
4894	5802	85	11599
2326	20	86	300
5870	2326	86	14628
5870	20	86	16143
1153	678	87	2301
3656	678	87	4539
1153	3656	87	9283
1562	6272	88	510
3873	1562	88	7742
3873	6272	88	12540
1303	5186	89	1393
1303	2611	89	5217
2611	5186	89	10367
1963	7864	90	426
2242	1963	90	4480
2242	7864	90	15724
198	3085	91	969
198	3702	91	6932
3085	3702	91	7399
2447	1366	92	2788
5577	1366	92	4314
2447	5577	92	11149
1396	4068	93	2787
1396	6726	93	7435
6726	4068	93	13448
4543	2344	94	5458
3720	2344	94	7436
4543	3720	94	9082
1585	3071	95	6137
763	1585	95	11887
1455	2790	96	2906
5935	1455	96	11684
5935	2790	96	11865
4364	814	97	2879
5809	814	97	5017
5809	4364	97	11614
4373	60	98	1236
60	5985	98	6023
4373	5985	98	11966
2849	623	99	1963
3950	623	99	4321
3950	2849	99	7896
2847	1554	100	8092
6244	2847	100	12484
6244	1554	100	13767
6886	2087	101	5441
6244	2087	101	12483
